_obj ID,_obj type,_county,_estate,_latitude,_longitude,_accuracy,_distance from Daugava,_spelling,_language,_standardized,DELETE,_source,_match factor,_comment,_etymology,_alternative etymology,_inherited,_reliability,_source language,_attestation,_meaning,_category,_name,_period,_source text,_editor
sveki 1,house,355 sēlpils,unclear,"56,5716","25,5915",0,no,sēlpils ceļinieki,latvian,unclear,,LĢIA 6195,n/a,no comment,"Sẽlpils ceļinieki 'Ceļinieki in Sēlpils.' Syntagm of gen.sg. of Sẽlpils and nom.pl. of ceļinieks 'traveler.' | nieka-derivation to ceļs 'road,' cf. also Lt. kẽlininkas 'roadworker' to kẽlias 'road.' | ME 1, 371.",no comment,inherited,reliable,original word,latvian,traveler,other,no,modern,no comment,aigars
sveki 2,house,348 pļaviņas,pļaviņas,"56,6250","25,7567",0,no,sveķi,latvian,yes,,"AŠĢTD 67; E 1922, 62",high,no comment,"pl.tant. sveķi 'resin; resinous wood.' Also a FN (LUV). | ii̯o-derivation to pl.tant. svȩki 'resin' (Lt. svekas). | ME 3, 1148 s.v. svȩki sveķi.",Lt. svekas 'resin' ← Lv. (LKŽ).,inherited,reliable,original word,latvian,resin; resinous wood,botany; logging,yes,modern,no comment,aigars
svenci,house,444 nīcgale,unclear,"56,0662","26,3668",0,no,svenči,latvian,unclear,,LĢIA 130919,n/a,no comment,"nom.pl. of FN Svencis (LUV). | Somehow from Lt. šveñtas 'holy,' e.g., back-formation of a nom.pl. *švenčiai vel sim. | AK.",somehow from Po. święty 'holy.',borrowed,unclear,lithuanian,latvian,holy,christianity; paganism and superstition,yes,modern,no comment,aigars
svetini,house,450 līksna,unclear,"55,9989","26,3763",0,no,svētiņi,latvian,unclear,,LĢIA 131097,n/a,no comment,"nom.pl. of D to svȩ̀ts 'holy; extraordinary.' Also a FN, cf. Svētiņš (LUV). | Borrowed from Ru. svjat via HLv. *svāts vel sim. | ME 3, 1156.",no comment,borrowed,reliable,russian,latvian,holy,christianity; paganism and superstition,yes,modern,no comment,aigars
svikli 1,village,443 dviete,unclear,"56,1235","26,3201",0,no,svikļi,latvian,yes,,"E 1925, 50",high,no comment,"nom.pl. of sviklis 'beet (beta vulgaris).' Also a FN (LUV). | Borrowed from Po. ćwikła, perhaps via Lt. sviklas. | ME 3, 1157 s.v. svikls.",no comment,borrowed,reliable,polish,latvian,beet,vegetables,yes,modern,no comment,aigars
svikli 1,village,443 dviete,unclear,"56,1235","26,3201",0,no,cvikla,latvian,unclear,,AŠĢTD 78,high,no comment,"cvikla 'beet (beta vulgaris).' Also a FN (LUV). | Borrowed from Po. ćwikła, cf. also Lt. sviklas. | ME 3, 1157 s.v. svikls.",no comment,borrowed,reliable,polish,latvian,beet,vegetables,yes,modern,no comment,aigars
svikli 2,house,443 dviete,unclear,"56,1244","26,3226",0,no,svikļi,latvian,unclear,,LĢIA 55864,n/a,no comment,"nom.pl. of sviklis 'beet (beta vulgaris).' Also a FN (LUV). | Borrowed from Po. ćwikła, perhaps via Lt. sviklas. | ME 3, 1157 s.v. svikls.",no comment,borrowed,reliable,polish,latvian,beet,vegetables,yes,modern,no comment,aigars
svikli 2,house,443 dviete,unclear,"56,1244","26,3226",0,no,svikli,latvian,unclear,,LĢIA 55864,n/a,no comment,"nom.pl. of svikls 'beet (beta vulgaris).' | Borrowed from Po. ćwikła, perhaps via Lt. sviklas. | ME 3, 1157.",no comment,borrowed,reliable,polish,latvian,beet,vegetables,no,modern,no comment,aigars
svikulis,house,214 katlakalns,unclear,"56,9016","24,1503",0,no,svĩkulis,latvian,yes,,"E 1922, 43",medium,alternative match with another object in AŠĢTD which is > 2 km from the Daugava.,"svĩkulis 'striped one.' Also a FN (LUV). | ulii̯o-derivation to svīka 'stripe' which might be related to ON suangi 'side.' | ME 3, 1162.",to Lt. švinkulỹs 'smell;' to Lt. FN Svinkūnas (LPDB).,inherited,possible,original word,latvian,striped one,colors and sounds,yes,modern,no comment,aigars
svikulis,house,214 katlakalns,unclear,"56,9016","24,1503",0,no,svīkuļi,latvian,unclear,,AŠĢTD 39,medium,no comment,"nom.pl. of svĩkulis 'striped one.' Also a FN (LUV). | ulii̯o-derivation to svīka 'stripe' which might be related to ON suangi 'side.' | ME 3, 1162.",to Lt. švinkulỹs 'smell;' to Lt. FN Svinkūnas (LPDB).,inherited,possible,original word,latvian,striped one,colors and sounds,yes,modern,no comment,aigars
sviliete,meadow or pasture,444 nīcgale,unclear,"56,0696","26,3597",0,no,sviliete,latvian,unclear,,LĢIA 86204,n/a,no comment,"sviliete 'burnt place' or 'dry meadow.' | ietē-derivation to svil̃t 'glow, burn.' For semantics cf. svilums 'burnt place' svìltene2 'dry meadow' a.o. | ME 3, 1159 s.v. I svil̃t svìltene2.","to svil̃t 'polish' (ME 3, 1159 s.v. II svil̃t).",inherited,possible,original word,latvian,burnt place; dry meadow,landscape,no,modern,no comment,aigars
svilpites,unclear,357 krustpils,unclear,"56,5834","25,7685",0,no,svilpītes,latvian,unclear,,LĢIA unreg.,n/a,no comment,"nom.-acc.pl. of D to svil̃pe 'whistle, willow flute.' Also a FN (LUV). | Cognate with Lt. švi̇̀lpė. Related to svèlpt 'whistle.' | ME 3, 1158.",no comment,inherited,reliable,original word,east baltic,whistle,tools,yes,modern,no comment,aigars
svirki,house,455 svente,unclear,"55,9042","26,4158",0,no,svirki,latvian,yes,,"E 1925, 55",high,no comment,"nom.pl. of FN Svirko 'Spyridon' (LUV), cf. also Lt. Svìrka LPDB. | Borrowed from Bru. FN Svirko, HC to PN Spiridón ← Gr. PN Σπυρίδων 'Spyridon.' | AK.",from Po. FN Świrko (ISNP).,borrowed,possible,belarusian,latvian,Spyridon,foreign names (greek and latin); foreign names (slavic),yes,modern,no comment,aigars
svirki,village,455 svente,unclear,"55,9042","26,4158",0,no,svirķi,latvian,n/a,,AŠĢTD 79,high,no comment,"nom.pl. of FN Svirko 'Spyridon' (LUV), cf. also Lt. Svìrka LPDB. | Borrowed from Bru. FN Svirko, HC to PN Spiridón ← Gr. PN Σπυρίδων 'Spyridon.' | AK.","from Po. FN Świrko (ISNP); svir̃ķis '?' (EH 2, 619).",borrowed,possible,belarusian,latvian,Spyridon,foreign names (greek and latin); foreign names (slavic),yes,modern,no comment,aigars
svirnovo,house,509 kaplava,unclear,"55,8763","27,1206",0,no,svirnovo,slavic,unclear,,LĢIA 131995,n/a,no comment,Svirnovo 'granary (place).' | ovo-derivation to *svirn(a) ← Lt. svìrna~svir̃nas 'granary.' | AK.,"to Lv. svirnis 'pump handle' (ME 3, 1161).",recent,unclear,original word,slavic,granary,agriculture,no,modern,no comment,aigars
svuoki,house,505 izvalta,unclear,"55,9316","26,9112",0,no,svoki,latvian,unclear,,LĢIA 127688,n/a,no comment,nom.pl. of FN Svuoks (LUV). | Unclear meaning and etymology. | AK.,"to svuoķis 'husband's father' (ME 3, 1167); to svùokšķêt2 'talk too much' (EH 2, 621).",unclear,unclear,unclear,latvian,unclear,unclear,yes,modern,no comment,aigars
tabakerka,ravine,507 skaista,unclear,"55,8591","27,3051",0,no,tabakerka,latvian,unclear,,LĢIA 87040,n/a,no comment,"tabakerka 'snuffbox.' | Borrowed from Ru. tabakérka or Po. tabakierka, ka-D to Ru. *tabakera or Po. tabakiera. Ultimately from It. tabacchiera or Fr. tabaquière. | AK.",no comment,borrowed,reliable,slavic,latvian,snuffbox,other,no,modern,no comment,aigars
tabakerka,ravine,507 skaista,unclear,"55,8591","27,3051",0,no,tabaķerka,latvian,unclear,,LĢIA 87040,n/a,no comment,"tabaķerka 'snuffbox.' | Borrowed from Ru. tabakérka or Po. tabakierka, ka-D to Ru. *tabakera or Po. tabakiera. Ultimately from It. tabacchiera or Fr. tabaquière. | AK.",no comment,borrowed,reliable,slavic,latvian,snuffbox,other,no,modern,no comment,aigars
tabakerka,river,507 skaista,unclear,"55,8551","27,2989",0,no,tabakerka,latvian,unclear,,LĢIA 123057,n/a,no comment,"tabakerka 'snuffbox.' | Borrowed from Ru. tabakérka or Po. tabakierka, ka-D to Ru. *tabakera or Po. tabakiera. Ultimately from It. tabacchiera or Fr. tabaquière. | AK.",no comment,borrowed,reliable,slavic,latvian,snuffbox,other,no,modern,no comment,aigars
tabakerka,river,507 skaista,unclear,"55,8551","27,2989",0,no,tabaķerka,latvian,unclear,,LĢIA 123057,n/a,no comment,"tabaķerka 'snuffbox.' | Borrowed from Ru. tabakérka or Po. tabakierka, ka-D to Ru. *tabakera or Po. tabakiera. Ultimately from It. tabacchiera or Fr. tabaquière. | AK.",no comment,borrowed,reliable,slavic,latvian,snuffbox,other,no,modern,no comment,aigars
tabakerka,river,507 skaista,unclear,"55,8551","27,2989",0,no,pļaviņa,latvian,unclear,,LĢIA 123057,n/a,no comment,"D to pļava 'meadow.' Also a FN, cf. LUV s.v. Pļava Pļaviņa. | Verbal noun to pļaũt 'cut, reap,' cf. also pļāva (Lt. pjova) from the prt. stem. | ME 3, 367.",no comment,inherited,reliable,original word,latvian,meadow,landscape,yes,modern,no comment,aigars
tabara,estate,457 skrudaliena,unclear,"55,8661","26,6598",0,no,tābara,latvian,unclear,,"E 1925, 54",high,no comment,"tābara 'camp.' Also a FN, cf. Tabara Tabora (LUV). | Borrowed from a Turkic language via Ru. tábor. | AK.",no comment,borrowed,reliable,turkic,latvian,camp,settlement,yes,modern,no comment,aigars
tabara,estate,457 skrudaliena,unclear,"55,8661","26,6598",0,no,tābores mž.,latvian,unclear,,AŠĢTD 88,high,no comment,"tābores muĩža 'Tābore estate.' Gen.sg. of tābore 'camp.' Also a FN, cf. Tabore (LUV). | Borrowed from a Turkic language via Ru. tábor. | AK.",no comment,borrowed,reliable,turkic,latvian,camp,settlement,yes,modern,no comment,aigars
tabore,village,457 skrudaliena,unclear,"55,8677","26,6530",0,no,tabore,latvian,unclear,,LĢIA 1018,n/a,no comment,tabore 'camp.' Also a FN (LUV). | Borrowed from a Turkic language via Ru. tábor. | AK.,no comment,borrowed,reliable,turkic,latvian,camp,settlement,yes,modern,no comment,aigars
tabores mezs,forest,457 skrudaliena,unclear,"55,8749","26,6582",0,no,tabores mežs,latvian,unclear,,LĢIA 86939,n/a,no comment,tabores mežs 'Tabore forest.' Gen.sg. of tabore 'camp.' Also a FN (LUV). | Borrowed from a Turkic language via Ru. tábor. | AK.,no comment,borrowed,reliable,turkic,latvian,camp,settlement,yes,modern,no comment,aigars
talavas,house,435 dignāja,unclear,"56,3068","26,1622",0,no,tālavas,latvian,unclear,,LĢIA 128100,n/a,no comment,"nom.-acc.pl. of tālava 'remote place.' Also a FN (LUV). | ava-derivation to tâls 'far, remote' (Lt. tolùs). For semantics cf. tāliena. | ME 4, 145 s.v. tāliena; 4, 146 s.v. tâls.",no comment,inherited,reliable,original word,latvian,remote place,settlement,yes,modern,no comment,aigars
tales,unclear,356 ābeļi,unclear,"56,5253","25,7910",0,no,tāles,latvian,unclear,,LĢIA unreg.,n/a,no comment,"nom.-acc.pl. of tâle 'remote place.' Also a FN (LUV). | ē-derivation to tâls 'far, remote' (Lt. tolùs). | ME 4, 144.",no comment,inherited,reliable,original word,latvian,remote place,settlement,yes,modern,no comment,aigars
talivaldes,house,441 rubeņi,unclear,"56,2071","26,2124",0,no,tālivaldes,latvian,unclear,,LĢIA 130428,n/a,no comment,"nom.-acc.pl. of tâlivalde. | ē-derivation to PN Tâlivaldis 'far-reigning,' compound of tâls 'far, remote' (Lt. tolùs) and vàldît 'reign' (Lt. valdýti). Could be FM or a TN in the sense 'Tâlivaldis's place.' | LPV 302 s.v. Tālivaldis.",no comment,inherited,reliable,original word,latvian,far-reigning,administration,no,modern,no comment,aigars
talkana,river,455 svente,unclear,"55,9209","26,4292",0,no,talkaņa,latvian,unclear,,LĢIA 96148,n/a,no comment,talkaņa. | Unclear meaning and etymology. | AK.,no comment,unclear,unclear,unclear,latvian,unclear,unclear,no,modern,no comment,aigars
talojevci,village,510 indra,unclear,"55,8355","27,3951",0,no,talojevci,latvian,unclear,,AŠĢTD 97,high,no comment,talojevci. | Unclear meaning and etymology. | AK.,no comment,borrowed,unclear,slavic,latvian,unclear,unclear,no,modern,no comment,aigars
talojevci,village,510 indra,unclear,"55,8355","27,3951",0,no,tolojevci,latvian,unclear,,LĢIA 3979,high,no comment,tolojevci. | Unclear meaning and etymology. | AK.,no comment,borrowed,unclear,slavic,latvian,unclear,unclear,no,modern,no comment,aigars
talojevci,village,510 indra,unclear,"55,8355","27,3951",0,no,tołoiowce,polish,n/a,,LĢIA 3979,high,no comment,tołoiowce. | Unclear meaning and etymology. | AK.,no comment,unclear,unclear,unclear,polish,unclear,unclear,no,modern,no comment,aigars
tamani,house,458 saliena,unclear,"55,8622","26,9408",0,no,tamaņi,latvian,unclear,,LĢIA 63050,n/a,no comment,"nom.pl. of FN Tamanis (LUV), cf. also Po. Tomoń (ISNP). | Borrowed from Po. FN Tomoń which is derived from PN Tomasz 'Thomas.' Ultimately from Aram. taʔwmaʔ~taʔmaʔ 'twin,' borrowed via Gr. Θωμᾶς and Lat. Thōmās. | ISNP s.v. Tomoń.",no comment,borrowed,possible,polish,latvian,Thomas,foreign names (aramaic and hebrew); foreign names (slavic),yes,modern,no comment,aigars
tarpu purvs,swamp,356 ābeļi,unclear,"56,4598","25,9765",0,no,tārpu purvs,latvian,unclear,,LĢIA 87642,n/a,no comment,"tā̀rpu pùrvs 'worm swamp.' Gen.pl. of tā̀rps 'worm, caterpillar.' | Perhaps related to Lt. tárpas 'gap' OCS trěti 'rub' a.o. | ME 4, 150 s.v. I tā̀rps.","tãrpa 'force, means; prosperity' (ME 4, 149).",inherited,possible,original word,latvian,worm,insects and microorganisms,no,modern,no comment,aigars
tartaka dzirnavezers,mill lake,506 krāslava,unclear,"55,8863","26,9733",0,no,tartaka dzirnavezers,latvian,unclear,,LĢIA 7597,n/a,no comment,tartaka dzirnavȩzȩrs 'Tartaks mill lake.' Gen.sg. of tartaks 'sawmill.' Also a FN (LUV). | Borrowed from Po. tartak. | AK.,no comment,borrowed,reliable,polish,latvian,sawmill,logging,yes,modern,no comment,aigars
tartaka dzirnavezers,mill lake,506 krāslava,unclear,"55,8863","26,9733",0,no,stavoks,latvian,unclear,,LĢIA 7597,n/a,no comment,"stavoks 'pond.' | Borrowed from Ru. stavók, ъkъ-D to stáv 'pond.' | AK.",no comment,borrowed,reliable,east slavic,latvian,pond,landscape,no,modern,no comment,aigars
tartaka dzirnavezers,mill lake,506 krāslava,unclear,"55,8863","26,9733",0,no,tartaka ezers,latvian,unclear,,LĢIA 7597,n/a,no comment,tartaka ȩzȩrs 'Tartaks lake.' Gen.sg. of tartaks 'sawmill.' Also a FN (LUV). | Borrowed from Po. tartak. | AK.,no comment,borrowed,reliable,polish,latvian,sawmill,logging,yes,modern,no comment,aigars
tartaka dzirnavezers,mill lake,506 krāslava,unclear,"55,8863","26,9733",0,no,tartaku dzirnavezers,latvian,unclear,,LĢIA 7597,n/a,no comment,tartaku dzirnavȩzȩrs 'Tartaki mill lake.' Gen.pl. of tartaks 'sawmill.' Also a FN (LUV). | Borrowed from Po. tartak. | AK.,no comment,borrowed,reliable,polish,latvian,sawmill,logging,yes,modern,no comment,aigars
tartaka mezs,forest,506 krāslava,unclear,"55,8852","26,9929",0,no,tartaka mežs,latvian,unclear,,LĢIA 68561,n/a,no comment,tartaka mežs 'Tartaks forest.' Gen.sg. of tartaks 'sawmill.' Also a FN (LUV). | Borrowed from Po. tartak. | AK.,no comment,borrowed,reliable,polish,latvian,sawmill,logging,yes,modern,no comment,aigars
tartaks 1,village,444 nīcgale,unclear,"56,1597","26,3351",0,no,tàrtaks,latvian,local,,"E 1925, 170",high,no comment,tartaks 'sawmill.' Also a FN (LUV). | Borrowed from Po. tartak. | AK.,no comment,borrowed,reliable,polish,latvian,sawmill,logging,yes,modern,no comment,aigars
tartaks 1,village,444 nīcgale,unclear,"56,1597","26,3351",0,no,tartaki,latvian,unclear,,LĢIA 55351,high,no comment,nom.pl. of tartaks 'sawmill.' Also a FN (LUV). | Borrowed from Po. tartak. | AK.,no comment,borrowed,reliable,polish,latvian,sawmill,logging,yes,modern,no comment,aigars
tartaks 1,village,444 nīcgale,unclear,"56,1597","26,3351",0,no,aizupīši,latvian,unclear,,LĢIA 55351,high,no comment,"nom.pl. of àizupĩtis 'river-beyond dweller.' Also a FN (LUV), cf. also Lt. Ùžupis (LPDB) Po. Zarzecki Zarzeczny (ISNP). | ītii̯o-derivation to àizupe 'river-beyond' which is a compound of àiz 'behind' and upe 'river, stream' (Lt. ùžupis ažùpis a.o.), cf. also àizupiẽtis 'river-beyond dweller.' | ME 1, 58 s.v. àizupe.",nom.pl. of àizupietis 'river-beyond dweller.',inherited,reliable,original word,latvian,river-beyond dweller,riverscape,yes,modern,no comment,aigars
tartaks 1,village,444 nīcgale,unclear,"56,1597","26,3351",0,no,tartačnaja,russian,n/a,,AŠĢTD 78,high,no comment,"fem.nom.sg. of tartačnyj 'sawmill-.' Also a FN, cf. Tartačnaja (LUV). | Relational ьnъ-derivation to tartak 'sawmill' ← Po. tartak. | AK.",no comment,recent,reliable,original word,latvian,sawmill-,logging,yes,modern,no comment,aigars
tartaks 2,village,506 krāslava,unclear,"55,8845","26,9778",0,no,tàrtaks,latvian,local,,"E 1925, 168; LĢIA 62783",high,no comment,tartaks 'sawmill.' Also a FN (LUV). | Borrowed from Po. tartak. | AK.,no comment,borrowed,reliable,polish,latvian,sawmill,logging,yes,modern,no comment,aigars
tartaks 2,village,506 krāslava,unclear,"55,8845","26,9778",0,no,tartaki,latvian,unclear,,AŠĢTD 88,high,no comment,nom.pl. of tartaks 'sawmill.' Also a FN (LUV). | Borrowed from Po. tartak. | AK.,no comment,borrowed,reliable,polish,latvian,sawmill,logging,yes,modern,no comment,aigars
tartaks 3,house,506 krāslava,unclear,"55,8875","26,9743",0,no,tartaks,latvian,unclear,,LĢIA 132056,n/a,no comment,tartaks 'sawmill.' Also a FN (LUV). | Borrowed from Po. tartak. | AK.,no comment,borrowed,reliable,polish,latvian,sawmill,logging,yes,modern,no comment,aigars
tatari,house,456 laucesa,unclear,"55,8944","26,4626",0,no,tatari,latvian,unclear,,LĢIA 133711,n/a,no comment,"nom.pl. of tatars 'Tatar.' Also a FN, cf. Tatārs (LUV). | V of tatãrs which is borrowed from Turkic, perhaps via Ru. tatár(in). | EH 2, 668 s.v. tatãrs.",no comment,borrowed,reliable,turkic,latvian,Tatar,ethnonyms,yes,modern,no comment,aigars
tauretaji,house,450 līksna,unclear,"55,9596","26,4252",0,no,taurētāji,latvian,unclear,,LĢIA 126159,n/a,no comment,"nom.pl. of tàurȩ̂tājs 'horn blower.' | tāja-agent noun to tàurêt 'blow a horn' which is derived from tàure 'bugle, French horn.' (Lt. taurė̃ 'wooden vessel, cup.') | ME 4, 139 s.v. I tàurêt.",no comment,inherited,reliable,original word,latvian,horn blower,other,no,modern,no comment,aigars
taurini,house,509 kaplava,unclear,"55,8460","27,2181",0,no,tauriņi,latvian,unclear,,LĢIA 65291,n/a,no comment,"nom.pl. of tàuriņš 'butterfly; flower; (pl.) corn cockle (agrostemma githago).' Also a FN (LUV). | inii̯o-derivation to *taurs, a lost cognate to Lt. taũras 'buffalo, aurochs' Gr. ταῦρος 'bull' a.o. Cognate with Lt. taurìnis 'buffalo-, aurochs-.' | ME 4, 139 s.v. I tàuriņš; 4, 140 s.v. II tauriņš.",no comment,inherited,reliable,original word,east baltic,butterfly; flower; corn cockle,botany; herbaceous plants; insects and microorganisms,yes,modern,no comment,aigars
taurins,house,bolderāja,,,,,no,tauriņš,latvian,,,"E 1922, 38 (standardized)",,,,,,,,,,,,,,
taurites,house,219 duõle,duõle,"56,8656","24,2431",0,no,taûrītes,latvian,yes,,"AŠĢTD 39; E 1922, 38; LĢIA 30098",high,no comment,"nom.-acc.pl. of D to tàure 'bugle, French horn.' Also a FN, cf. Taure Taurīte (LUV). | ē-derivation to *taurs, a lost cognate to Lt. taũras 'buffalo, aurochs' Gr. ταῦρος 'bull' a.o. Cognate with Lt. taurė̃ 'wooden vessel, cup.' | ALEW s.v. taũras; Derksen 2015, 460 s.v. taurė; LEW 1067 s.v. taũras; ME 4, 140; SEJL 1365 s.v. taurė̃.","taûrīte2 'flower; corn cockle' (ME 4, 140); taurītes 'meadows by small streams' (ME 4, 140).",inherited,reliable,original word,east baltic,bugle,tools,yes,modern,no comment,aigars
taurkalni 1,house,458 saliena,unclear,"55,8856","26,8378",0,no,taurkalni,latvian,unclear,,LĢIA 132148,n/a,no comment,"nom.pl. of tàurkal̂ns 'bugle hill.' Also a FN (LUV). | Compound of tàure 'bugle, French horn' and kal̂ns 'hill, mountain.' | ME 4, 139 s.v. tàure.","compound of *taurs 'aurochs, bull' and kal̂ns 'hill, mountain.'",recent,reliable,original word,latvian,bugle hill,tools; landscape,yes,modern,no comment,aigars
taurkalni 2,house,458 saliena,unclear,"55,8851","26,8352",0,no,taurkalni,latvian,unclear,,LĢIA 132147,n/a,no comment,"nom.pl. of tàurkal̂ns 'bugle hill.' Also a FN (LUV). | Compound of tàure 'bugle, French horn' and kal̂ns 'hill, mountain.' | ME 4, 139 s.v. tàure.","compound of *taurs 'aurochs, bull' and kal̂ns 'hill, mountain.'",recent,reliable,original word,latvian,bugle hill,tools; landscape,yes,modern,no comment,aigars
tautgodi,house,458 saliena,unclear,"55,8574","26,9362",0,no,tautgodi,latvian,unclear,,LĢIA 131187,n/a,no comment,"nom.pl. of PN Tàutgùodis 'people fame.' | Compound of tàuta 'species; people, nation; (pl.) foreign people' and gùods 'honor, fame.' | AK.",no comment,recent,reliable,original word,latvian,people fame,other,no,modern,no comment,aigars
tautgoti,house,505 izvalta,unclear,"55,9187","26,9289",0,no,tautgoti,latvian,error,,LĢIA 127692,n/a,no comment,"nom.pl. of PN Tàutgùodis 'people fame.' | Compound of tàuta 'species; people, nation; (pl.) foreign people' and gùods 'honor, fame.' | AK.",no comment,recent,reliable,original word,latvian,people fame,other,no,modern,no comment,aigars
teatra kalns,hill,506 krāslava,unclear,"55,9011","27,1551",0,no,teātra kalns,latvian,unclear,,LĢIA 67457,n/a,no comment,teātra kal̂ns 'theater hill.' Gen.sg. of teātris 'theater.' | Borrowed from Gr. θέᾱτρον 'theater; play' via Lat. theātrum and perhaps HG Theater or Ru. teátr. | AK.,no comment,borrowed,reliable,ancient greek,latvian,theater,entertainment,no,modern,no comment,aigars
teatra kalns,hill,506 krāslava,unclear,"55,9011","27,1551",0,no,velna kalns,latvian,unclear,,LĢIA 67457,n/a,no comment,"vȩl̃na kal̂ns 'devil's hill.' Gen.sg. of vȩl̃ns 'devil; spirit of the dead.' | Related to velis 'spirit of the dead.' Cognate with Lt. vẽlinas. | ME 4, 532.",no comment,inherited,reliable,original word,east baltic,devil; spirit of the dead,christianity; paganism and superstition,no,modern,no comment,aigars
teikas,house,444 nīcgale,unclear,"56,1779","26,3185",0,no,teikas,latvian,unclear,,LĢIA 126541,n/a,no comment,"nom.-acc.pl. of teĩka 'talk, speech; legend, story; praise.' Also a FN (LUV). | Derived from tèikt 'say, tell' (Lt. teĩkti 'give, offer'). | ME 4, 155.",no comment,inherited,reliable,original word,east baltic,talk; legend; praise,other,yes,modern,no comment,aigars
teivani,village,452 naujene,unclear,"55,9223","26,6604",0,no,teivāni,latvian,unclear,,AŠĢTD 88; LĢIA 922,high,no comment,nom. pl. of FN Teivāns (LUV). | Unclear meaning and etymology. | AK.,no comment,unclear,unclear,unclear,latvian,unclear,unclear,yes,modern,no comment,aigars
telu gravis,ditch,436 līvāni,unclear,"56,3917","26,1355",0,no,teļu grāvis,latvian,unclear,,LĢIA 96075,n/a,no comment,"teļu grāvis 'calf ditch.' | teļš 'calf' is cognate with Lt. dial. tẽlias and further related to ORu. telja a.o. | ALEW s.v. tẽlias; LEW 1077; ME 4, 161; SEJL 1374.",no comment,inherited,reliable,original word,east baltic,calf,domestic animals and animal husbandry,no,modern,no comment,aigars
telu gravis,ditch,436 līvāni,unclear,"56,3917","26,1355",0,no,teļa grāvis,latvian,unclear,,LĢIA 96075,n/a,no comment,"teļa grāvis 'calf ditch.' | teļš 'calf' is cognate with Lt. dial. tẽlias and further related to ORu. telja a.o. | ALEW s.v. tẽlias; LEW 1077; ME 4, 161; SEJL 1374.",no comment,inherited,reliable,original word,east baltic,calf,domestic animals and animal husbandry,no,modern,no comment,aigars
temuli 1,house,227 lielvārde,lielvārdes māc. mž.,"56,6779","24,9009",0,no,tȩmuļi,latvian,yes,,"E 1922, 49; AŠĢTD 49",high,no comment,"nom.pl. of tȩmulis 'oaf, windbag.' | V of tem̃pelis which is either borrowed from HG Tölpel or identical with tempelis 'block.' | ME 4, 162 s.v. I tempelis II tem̃pelis; 4, 163 s.v. tȩmulis.",no comment,unclear,reliable,unclear,latvian,oaf; windbag,nicknames,no,modern,no comment,aigars
temuli 1,house,227 lielvārde,lielvārdes māc. mž.,"56,6779","24,9009",0,no,kalnatemuļi,latvian,unclear,,LĢIA 40559,medium,E 1922 and AŠĢTD might match with temuli 2 instead.,"kal̂natȩmuļi 'Upper Temuļi.' Nom.pl. of tȩmulis 'oaf, windbag.' | V of tem̃pelis which is either borrowed from HG Tölpel or identical with tempelis 'block.' | ME 4, 162 s.v. I tempelis II tem̃pelis; 4, 163 s.v. tȩmulis.",no comment,unclear,reliable,unclear,latvian,oaf; windbag,nicknames,no,modern,no comment,aigars
temuli 2,house,227 lielvārde,lielvārdes māc. mž.,"56,6798","24,8987",0,no,lejastemuļi,latvian,unclear,,LĢIA 40715,n/a,no comment,"lejastȩmuļi 'Lower Temuļi.' Nom.pl. of tȩmulis 'oaf, windbag.' | V of tem̃pelis which is either borrowed from HG Tölpel or identical with tempelis 'block.' | ME 4, 162 s.v. I tempelis II tem̃pelis; 4, 163 s.v. tȩmulis.",no comment,unclear,reliable,unclear,latvian,oaf; windbag,nicknames,no,modern,no comment,aigars
temulupite,river,227 lielvārde,lielvārdes māc. mž.,"56,6797","24,8945",0,no,temuļupīte,latvian,unclear,,LĢIA 119728,n/a,no comment,"tȩmuļupīte 'Temuļi stream.' Compound of tȩmulis 'oaf, windbag' and D to upe 'river.' | V of tem̃pelis which is either borrowed from HG Tölpel or identical with tempelis 'block.' | ME 4, 162 s.v. I tempelis II tem̃pelis; 4, 163 s.v. tȩmulis.",no comment,unclear,reliable,unclear,latvian,oaf; windbag,nicknames,no,modern,no comment,aigars
tenisi,village,444 nīcgale,unclear,"56,0674","26,3686",0,no,tenîsi,latvian,yes,,"E 1925, 170",high,no comment,"nom.pl. of PN Tenīss 'Anthony.' Also a FN (LUV). | Borrowed from LG PN Tönnies, cf. also Est. Tõnis. Ultimately from Lt. FN Antōnius. | ME 4, 164 s.v. Tenis.",no comment,borrowed,reliable,low german,latvian,Anthony,foreign names (germanic); foreign names (greek and latin),yes,modern,no comment,aigars
tenisi,village,444 nīcgale,unclear,"56,0674","26,3686",0,no,teneisi,latvian,local or Latg.,,LĢIA 55792,high,no comment,"nom.pl. of PN Tenīss 'Anthony.' Also a FN (LUV). | Borrowed from LG PN Tönnies, cf. also Est. Tõnis. Ultimately from Lt. FN Antōnius. | ME 4, 164 s.v. Tenis.",no comment,borrowed,reliable,low german,latvian,Anthony,foreign names (germanic); foreign names (greek and latin),yes,modern,no comment,aigars
